campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
men comfortmax launch,Adset-1 Retarget,,1482.76,512995,5407.0,0.010540063743311338,136,3584.59,2.417511937198198,Carousel,Summer‑ready essentials — sweat‑wicking men athletic briefs.,Broad,Facebook,UK
Men Comfortmax Launch,Adset-1 Retarget,,708.5,474751,7697.0,0.01621270939924297,234,10104.98,14.262498235709245,Image,Summer‑ready essentials — sweat‑wicking men athletic briefs.,Broad,Instagram,IN
men comfortmax launch,Adset-1 Retarget,,787.64,205492,3220.0,0.015669709769723397,103,3007.61,3.8185084556396327,UGC,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Retargeting,Instagram,US
Men Comfortmax Launch,Adset-1 Retarget,,114.13,424953,9199.0,0.021647099796918718,241,9866.66,86.4510645754841,Image,Hot & comfy: men trunks now 20% off — feel the difference.,Lookalike,Instagram,US
Men  ComfortMax  Launch,Adset-1 Retarget,,1133.47,128150,1303.0,0.010167772142021069,22,463.45,0.4088771648124785,Carousel,Doctors recommend breathable organic cotton — meet our men boxers.,Broad,Instagram,UK
Men_ComfortMax_Launch,Adset-1 Retarget,,403.59,276243,4744.0,0.017173285838917186,139,5792.08,14.351396218935058,Image,Doctors recommend breathable organic cotton — meet our men athletic briefs.,Broad,Instagram,US
Men_ComfortMax_Launch,Adset-1 Retarget,,442.19,369672,5810.0,0.015716635287498105,161,4603.08,10.40973337253217,Video,Seamless confidence for every day — new men boxers.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-1 Retarget,,1066.9,188913,3834.0,0.02029505645455845,92,2641.01,2.475405380073109,Video,Hot & comfy: men boxers now 20% off — feel the difference.,Lookalike,Facebook,IN
Men Comfortmax Launch,Adset-1 Retarget,2025-01-03,227.86,482706,9447.0,0.01957091894445066,147,4468.31,19.6098920389713,Carousel,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Broad,Facebook,US
Men ComfortMax Launch,Adset-1 Retarget,2025-02-03,359.74,333767,3270.0,0.009797253772841533,73,1566.38,4.354200255740257,Video,"Push comfort, not wires — everyday men briefs.",Broad,Instagram,US
men comfortmax launch,Adset-1 Retarget,2025-03-03,510.75,351119,7074.0,0.020147015684141276,177,4031.93,7.894136074400391,Video,No ride‑up guarantee — best‑selling men briefs back in stock.,Retargeting,Facebook,US
Men ComfortMax Launch,Adset-1 Retarget,2025-04-03,177.87,116817,1161.0,0.009938621947148103,15,285.92,1.6074661269466464,Video,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Broad,Instagram,US
Men Comfortmax Launch,Adset-1 Retarget,2025-05-03,924.67,43027,754.0,0.017523880354196202,20,459.64,0.49708544669990373,UGC,Seamless confidence for every day — new men athletic briefs.,Broad,Instagram,IN
Men  ComfortMax  Launch,Adset-1 Retarget,2025-06-03,517.86,326073,2329.0,0.0071425723687640495,32,607.69,1.1734638705441627,Video,Breathable microfiber that moves with you — limited offer on men trunks.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-1 Retarget,2025-07-03,393.73,282313,2378.0,0.008423274875758467,55,1780.94,4.523251974703477,Video,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Facebook,US
Men ComfortMax Launch,Adset-1 Retarget,2025-08-03,316.12,203660,1656.0,0.008131199057252283,31,658.24,2.082247247880552,Video,3‑pack deal ends tonight — upgrade your men drawer with inner vests.,Broad,Facebook,UK
Men ComfortMax Launch,Adset-1 Retarget,2025-09-03,622.04,265208,4892.0,0.018445899067901422,117,3959.83,6.365876792489229,Carousel,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Broad,Facebook,IN
Men Comfortmax Launch,Adset-1 Retarget,2025-10-03,193.05,76810,546.0,0.007108449420648353,9,318.96,1.652214452214452,Video,Invisible under tees — seamless men athletic briefs.,Broad,Facebook,IN
MEN COMFORTMAX LAUNCH,Adset-1 Retarget,2025-11-03,437.17,63705,1257.0,0.019731575229573816,25,575.93,1.3174051284397372,Image,Invisible under tees — seamless men trunks.,Broad,Instagram,US
Men ComfortMax Launch,Adset-1 Retarget,2025-12-03,183.19,278451,4144.0,0.014882331182146949,112,4947.68,27.0084611605437,Video,Doctors recommend breathable organic cotton — meet our men athletic briefs.,Retargeting,Instagram,IN
Men_ComfortMax_Launch,Adset-1 Retarget,,261.5,351670,3262.0,0.009275741462166235,79,2641.25,10.10038240917782,Video,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Broad,Facebook,UK
men comfortmax launch,Adset-1 Retarget,,596.19,107018,1665.0,0.015558130407968752,25,792.64,1.3295090491286334,UGC,Seamless confidence for every day — new men trunks.,Broad,Facebook,US
men comfortmax launch,Adset-1 Retarget,,300.15,90416,1410.0,0.015594585029198372,29,785.56,2.617224720972847,UGC,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Broad,Instagram,US
Men Comfortmax Launch,Adset-1 Retarget,,84.69,175755,2412.0,0.013723649398310148,84,0.0,0.0,Image,Hot & comfy: men briefs now 20% off — feel the difference.,Retargeting,Facebook,IN
Men_ComfortMax_Launch,Adset-1 Retarget,,328.12,484200,13216.0,0.027294506402313092,335,14517.29,44.243843715713766,UGC,"Push comfort, not wires — everyday men athletic briefs.",Broad,Facebook,US
Men ComfortMax Launch,Adset-1 Retarget,,99.02,303832,4900.0,0.016127333526422497,155,3633.81,36.69773783074127,Carousel,Breathable bamboo that moves with you — limited offer on men boxers.,Retargeting,Facebook,UK
Men Comfortmax Launch,Adset-1 Retarget,,378.57,457617,6404.0,0.013994235354018754,114,3476.13,9.182264838735241,Video,Doctors recommend breathable cotton — meet our men boxers.,Retargeting,Instagram,UK
Men ComfortMax Launch,Adset-1 Retarget,,914.33,267381,2353.0,0.008800176527127956,53,1503.35,1.644209421106165,Video,"Push comfort, not wires — everyday men briefs.",Broad,Facebook,UK
Men Comfort-ax Launch,Adset-1 Retarget,,170.95,330875,5601.0,0.016927842840952022,139,4829.13,28.2487861947938,Image,Stretch that snaps back — durable men trunks.,Lookalike,Instagram,US
MEN COMFORTMAX LAUNCH,Adset-1 Retarget,,589.11,170354,3299.0,0.01936555642955258,75,2893.98,4.912461170239853,Video,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Retargeting,Instagram,US
Men  ComfortMax  Launch,Adset-1 Retarget,,97.95,213821,3726.0,0.01742579073149971,128,4792.45,48.92751403777437,Carousel,Stretch that snaps back — durable men athletic briefs.,Retargeting,Instagram,UK
Men ComfortMax Launch,Adset-1 Retarget,,502.81,187613,1706.0,0.009093186506265557,68,1505.55,2.994272190290567,Image,"Push comfort, not wires — everyday men athletic briefs.",Retargeting,Instagram,IN
Men  ComfortMax  Launch,Adset-1 Retarget,,92.96,485516,12328.0,0.02539154219428402,321,11907.64,128.09423407917384,Image,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Broad,Instagram,US
Men Comfortmax Launch,Adset-1 Retarget,,950.89,227458,3917.0,0.017220761635115055,98,2956.92,3.1096341322340124,UGC,Summer‑ready essentials — sweat‑wicking men inner vests.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-1 Retarget,,64.47,182280,1848.0,0.010138248847926268,35,1137.84,17.649139134481153,Video,"Wire‑free ease, cloud‑soft cups — men boxers that fits right.",Broad,Facebook,US
Men_ComfortMax_Launch,Adset-1 Retarget,,377.92,386650,3818.0,0.009874563558774085,85,1853.27,4.903868543607112,Image,"Wire‑free ease, cloud‑soft cups — men boxers that fits right.",Broad,Instagram,IN
Men ComfortMax Launch,Adset-1 Retarget,,672.3,306938,3378.0,0.011005479934058345,76,1543.14,2.295314591700134,UGC,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Broad,Instagram,UK
MEN COMFORTMAX LAUNCH,Adset-1 Retarget,,751.5,46074,645.0,0.013999218648261492,18,423.7,0.5638057218895542,Carousel,Invisible under tees — seamless men trunks.,Broad,Instagram,US
men comfortmax launch,Adset-1 Retarget,,965.64,242270,3463.0,0.014293969538118628,38,1095.18,1.1341493724369331,Carousel,Seamless confidence for every day — new men inner vests.,Broad,Facebook,US
Men ComfortMax Launch,Adset-2 LAL2,2025-01-01,175.78,449787,7247.0,0.016112070824634773,185,6546.78,37.24416884742291,Image,Seamless confidence for every day — new men inner vests.,Broad,Instagram,US
Men ComfortMax Launch,Adset-2 LAL2,2025-02-01,501.55,346733,5649.0,0.016292074881825498,153,2835.42,5.653314724354501,Image,Stretch that snaps back — durable men athletic briefs.,Lookalike,Facebook,UK
Men ComfortMax L unch,Adset-2 LAL2,2025-03-01,793.98,343595,5307.0,0.015445509975407093,117,4387.64,5.526134159550619,Image,Stretch that snaps back — durable men briefs.,Broad,Instagram,US
Men  ComfortMax  Launch,Adset-2 LAL2,2025-04-01,563.98,116132,1904.0,0.016395136568732132,50,917.55,1.6269193943047624,Image,Hot & comfy: men briefs now 20% off — feel the difference.,Broad,Facebook,IN
Men Comfortmax Launch,Adset-2 LAL2,2025-05-01,0.0,25478,423.0,0.016602559070570688,7,205.65,0.0,Carousel,"Push comfort, not wires — everyday men inner vests.",Broad,Facebook,IN
Men ComfortMax Launch,Adset-2 LAL2,2025-06-01,877.96,329067,4573.0,0.013896865987777566,0,1608.94,1.832589184017495,UGC,Doctors recommend breathable bamboo — meet our men athletic briefs.,Broad,Instagram,US
MEN COMFORTMAX LAUNCH,Adset-2 LAL2,2025-07-01,622.65,83177,1288.0,0.015485049953713166,37,1559.66,2.5048743274712924,Image,No ride‑up guarantee — best‑selling men briefs back in stock.,Broad,Facebook,IN
Men Comfortmax Launch,Adset-2 LAL2,2025-08-01,379.6,287150,6382.0,0.02222531777816472,110,2393.89,6.306348788198102,Video,"All‑day comfort, zero pinch — try our men athletic briefs!",Broad,Facebook,US
Men Comfortmax Launch,Adset-2 LAL2,2025-09-01,770.28,99213,1000.0,0.010079324282100129,26,925.3,1.2012514929635976,Video,"Push comfort, not wires — everyday men boxers.",Lookalike,Instagram,UK
Men ComfortMax Launch,Adset-2 LAL2,2025-10-01,291.71,455936,8371.0,0.018360032987085908,266,6047.52,20.7312742106887,Image,Breathable modal that moves with you — limited offer on men trunks.,Broad,Instagram,US
Men ComfortMax Launch,Adset-2 LAL2,2025-11-01,393.24,206634,2821.0,0.013652157921736015,67,0.0,0.0,Carousel,Breathable microfiber that moves with you — limited offer on men trunks.,Lookalike,Facebook,IN
Men ComfortMax Launch,Adset-2 LAL2,2025-12-01,317.69,192681,2995.0,0.015543826324339193,73,2622.1,8.253643488935754,Video,Breathable microfiber that moves with you — limited offer on men athletic briefs.,Retargeting,Instagram,UK
Men ComfortMax Launch,Adset-2 LAL2,,278.31,27841,467.0,0.01677382277935419,7,219.81,0.78980273795408,Image,Doctors recommend breathable organic cotton — meet our men boxers.,Lookalike,Instagram,UK
Men  ComfortMax  Launch,Adset-2 LAL2,,233.7,381919,6836.0,0.017899083313477466,141,3476.05,14.8739837398374,Image,Confidence starts inside — elevate with men inner vests.,Lookalike,Instagram,UK
Men ComfortMax Launch,Adset-2 LAL2,,550.92,364905,6402.0,0.017544292350063714,104,2885.61,5.237802221738184,Carousel,Cooling mesh panels for workouts — men briefs you’ll actually love.,Broad,Facebook,IN
Men ComfortMax Launch,Adset-2 LAL2,,1051.33,421733,6688.0,0.015858374848541613,187,4626.57,4.400682944460826,Image,Seamless confidence for every day — new men athletic briefs.,Broad,Instagram,US
Men ComfortMax Launch,Adset-2 LAL2,,316.89,513735,10241.0,0.019934401977673315,252,5764.63,18.191265107766103,Image,Stretch that snaps back — durable men athletic briefs.,Broad,Facebook,US
Mn ComfortMax Launch,Adset-2 LAL2,,891.21,481593,7293.0,0.015143492534152283,179,7388.25,8.290133638536371,Video,"Push comfort, not wires — everyday men athletic briefs.",Broad,Instagram,US
Men Comfortmax Launch,Adset-2 LAL2,,287.0,433089,8103.0,0.018709780206839704,174,4212.58,14.677979094076655,Image,"All‑day comfort, zero pinch — try our men athletic briefs!",Broad,Facebook,US
men comfortmax launch,Adset-2 LAL2,,122.96,172167,3472.0,0.020166466279832953,106,2820.27,22.93648340923878,Video,"Ultra‑soft waistband, no marks — premium men boxers.",Broad,Facebook,US
Men Comf-rtMax Launch,Adset-2 LAL2,,1143.57,324858,6062.0,0.01866046087829144,174,7543.74,6.5966578346756215,Video,Stretch that snaps back — durable men trunks.,Lookalike,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-2 LAL2,,774.02,455827,6536.0,0.014338773262663248,147,4318.37,5.57914524172502,Video,Invisible under tees — seamless men inner vests.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-2 LAL2,,119.39,68120,914.0,0.013417498532002348,18,468.01,3.9200100510930564,Video,Stretch that snaps back — durable men inner vests.,Lookalike,Facebook,US
Men ComfortMax Launch,Adset-2 LAL2,,0.0,57420,651.0,0.011337513061650992,0,656.68,0.0,Video,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Retargeting,Instagram,UK
Men Comfortmax Launch,Adset-2 LAL2,,806.61,490907,10057.0,0.020486568739089075,315,7631.85,9.461635734741696,Video,Invisible under tees — seamless men trunks.,Lookalike,Instagram,US
MEN COMFORTMAX LAUNCH,Adset-2 LAL2,,541.08,41384,0.0,0.0,19,699.06,1.2919716123308935,Image,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-2 LAL2,,632.59,125699,2611.0,0.0207718438491953,74,1514.79,2.3945841698414454,UGC,Stretch that snaps back — durable men trunks.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-2 LAL2,,1024.62,497470,10199.0,0.020501738798319496,255,9101.34,8.88264917725596,Carousel,Breathable modal that moves with you — limited offer on men athletic briefs.,Broad,Facebook,US
Men_ComfortMax_Launch,Adset-2 LAL2,,156.12,201325,3935.0,0.01954551098969328,75,1514.12,9.698437099666922,Video,3‑pack deal ends tonight — upgrade your men drawer with trunks.,Lookalike,Instagram,US
men comfortmax launch,Adset-2 LAL2,,1049.43,256137,2849.0,0.01112295373179197,61,2214.69,2.110374203138847,Image,Invisible under tees — seamless men trunks.,Broad,Instagram,IN
Men  ComfortMax  Launch,Adset-2 LAL2,,402.15,417092,6987.0,0.016751699864778036,186,6905.4,17.171204774337934,Carousel,Hot & comfy: men briefs now 20% off — feel the difference.,Lookalike,Instagram,IN
Men Comfortmax Launch,Adset-2 LAL2,2025-01-02,702.44,394380,8481.0,0.021504640194736042,194,5247.35,7.470175388645293,Image,Hot & comfy: men trunks now 20% off — feel the difference.,Lookalike,Facebook,US
Men Comf-rtMax Launch,Adset-2 LAL2,2025-02-02,229.44,434724,6205.0,0.01427342405756296,144,4990.61,21.751263947001394,Image,Stretch that snaps back — durable men briefs.,Lookalike,Instagram,UK
Men ComfortMax Launch,Adset-2 LAL2,2025-03-02,0.0,286312,5351.0,0.018689401771494033,119,4587.18,0.0,Image,Seamless confidence for every day — new men trunks.,Lookalike,Facebook,US
Men  Comf rtMax  Launch,Adset-2 LAL2,2025-04-02,853.76,333371,4872.0,0.014614348578610617,119,3109.0,3.6415386056971513,Image,Doctors recommend breathable bamboo — meet our men athletic briefs.,Lookalike,Instagram,IN
Men Comfortmax Launch,Adset-2 LAL2,2025-05-02,363.48,35236,545.0,0.01546713588375525,12,461.68,1.2701661714537251,Image,Breathable microfiber that moves with you — limited offer on men athletic briefs.,Broad,Instagram,UK
Men ComfortMax Launch,Adset-2 LAL2,2025-06-02,57.63,260230,4460.0,0.017138685009414747,127,3224.27,55.947770258545894,UGC,Stretch that snaps back — durable men trunks.,Lookalike,Instagram,UK
Men ComfortMax Launch,Adset-2 LAL2,2025-07-02,434.38,357693,5730.0,0.016019323833566773,191,5602.53,12.897762327915649,Carousel,Invisible under tees — seamless men briefs.,Retargeting,Instagram,US
Men  ComfortMax  Launch,Adset-2 LAL2,2025-08-02,436.02,511860,8524.0,0.016652991052240846,188,4465.72,10.242007247373975,Carousel,Doctors recommend breathable modal — meet our men boxers.,Broad,Instagram,IN
Men_ComfortMax_Launch,Adset-2 LAL2,2025-09-02,804.98,503842,7943.0,0.015764862794288684,238,9237.94,11.475986981043008,Video,"All‑day comfort, zero pinch — try our men trunks!",Retargeting,Facebook,UK
Men_ComfortMax_Launch,Adset-2 LAL2,2025-10-02,548.01,330119,6298.0,0.019077968853655803,170,6716.11,12.255451542855058,Carousel,Hot & comfy: men boxers now 20% off — feel the difference.,Broad,Facebook,US
Men_ComfortMax_Launch,Adset-2 LAL2,2025-11-02,496.49,113866,1592.0,0.013981346495002898,39,985.25,1.9844307035388427,Carousel,Invisible under tees — seamless men athletic briefs.,Broad,Instagram,IN
Men_ComfortMax_Launch,Adset-2 LAL2,2025-12-02,439.18,243251,4062.0,0.01669880082712918,49,1675.83,3.8158158386083154,Carousel,Stretch that snaps back — durable men boxers.,Broad,Facebook,US
Men  ComfortMax  Launch,Adset-2 LAL2,,520.75,32126,281.0,0.008746809437838511,5,122.68,0.2355832933269323,Video,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Broad,Facebook,IN
